team,week,year,pass_completion_percentage_allowed,defensive_sack_rate,interception_rate,defensive_passer_rating,opponents_passing_play_success_rate,pass_completion_percentage_allowed_relative_rank,defensive_sack_rate_relative_rank,interception_rate_relative_rank,defensive_passer_rating_relative_rank,opponents_passing_play_success_rate_relative_rank,pass_completion_percentage_allowed_competitive_rank,defensive_sack_rate_competitive_rank,interception_rate_competitive_rank,defensive_passer_rating_competitive_rank,opponents_passing_play_success_rate_competitive_rank,relative_score,competitive_score,defense_total_score,defense_total_rank,pk
Tennessee,8,2022,0.6086956521739131,0.0416666666666666,0.0,348.73188405797106,0.8043478260869565,5.0,7.0,12.0,8.0,8.0,55.0,63.0,103.0,51.0,61.0,72.81418527441613,69.88420314928973,50.84138231426127,906.0,Tennessee_8_2022
