season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4700135,Cam Fancher,QB,Marshall,Sun Belt,0.3204,0.6101,0.1425,0.2908,0.339,0.354,0.24,0.41
2022,4259219,Henry Colombi,QB,Marshall,Sun Belt,0.1285,0.2816,0.0339,0.1046,0.12,0.193,0.095,0.18
