season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4362723,Gunnar Watson,QB,Troy,Sun Belt,0.447,0.8491,0.0545,0.3684,0.461,0.59,0.388,0.594
2022,4244029,Jarret Doege,QB,Troy,Sun Belt,0.0792,0.1486,0.0114,0.0401,0.096,0.135,0.056,0.151
