season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4570554,Chandler Rogers,QB,Louisiana Monroe,Sun Belt,0.332,0.535,0.1393,0.3312,0.291,0.381,0.205,0.413
2022,4887223,Chandler Rogers,QB,Louisiana Monroe,Sun Belt,0.2812,0.4314,0.1393,0.2461,0.257,0.381,0.289,0.317
2022,4575755,Garrett Hable,QB,Louisiana Monroe,Sun Belt,0.0151,0.0224,0.0082,0.0095,0.013,0.031,0.018,0.02
2022,4895117,Jiya Wright,QB,Louisiana Monroe,Sun Belt,0.0014,0.0,0.0027,0.0,0.0,0.006,0.0,0.004
