season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4240756,Tanner Morgan,QB,Minnesota,Big Ten,0.2245,0.576,0.0472,0.2057,0.204,0.323,0.138,0.336
2022,4432722,Athan Kaliakmanis,QB,Minnesota,Big Ten,0.1663,0.4028,0.0472,0.1491,0.154,0.205,0.108,0.249
2022,4427740,Cole Kramer,QB,Minnesota,Big Ten,0.0131,0.0212,0.0091,0.0051,0.011,0.031,0.017,0.022
