season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4576189,Aveon Smith,QB,Miami (OH),Mid-American,0.3695,0.5425,0.2271,0.2969,0.331,0.532,0.371,0.451
2022,4427243,Brett Gabbert,QB,Miami (OH),Mid-American,0.1875,0.336,0.0644,0.1921,0.18,0.194,0.169,0.195
2022,4701307,Henry Hesson,QB,Miami (OH),Mid-American,0.0074,0.0081,0.0068,0.0044,0.006,0.016,0.0,0.015
