season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4239714,Kyle Vantrease,QB,Georgia Southern,Sun Belt,0.6325,0.9819,0.0723,0.5796,0.643,0.733,0.516,0.807
2022,4613155,Connor Cigelske,QB,Georgia Southern,Sun Belt,0.0056,0.0072,0.003,0.005,0.003,0.006,0.0,0.012
