season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4426338,Bo Nix,QB,Oregon,Pac-12,0.5272,0.9492,0.167,0.508,0.471,0.654,0.483,0.618
2022,4432774,Ty Thompson,QB,Oregon,Pac-12,0.0256,0.0462,0.008,0.0205,0.02,0.056,0.022,0.037
2022,4430865,Jay Butterfield,QB,Oregon,Pac-12,0.0011,0.0023,0.0,0.0,0.0,0.006,0.0,0.004
