season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4689114,Jaxson Dart,QB,Ole Miss,SEC,0.4853,0.9268,0.1905,0.4642,0.431,0.605,0.311,0.654
2022,4597679,Luke Altmyer,QB,Ole Miss,SEC,0.0233,0.053,0.0034,0.026,0.02,0.016,0.028,0.021
2022,4567241,Kinkead Dent,QB,Ole Miss,SEC,0.0051,0.0126,0.0,0.0043,0.003,0.011,0.0,0.01
