season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4808719,Zach Wilcke,QB,Southern Mississippi,Sun Belt,0.2577,0.5,0.0645,0.2265,0.258,0.333,0.22,0.32
2022,4362211,Trey Lowe III,QB,Southern Mississippi,Sun Belt,0.1776,0.3536,0.0369,0.1436,0.181,0.251,0.108,0.268
2022,4431418,Ty Keyes,QB,Southern Mississippi,Sun Belt,0.0345,0.0414,0.03,0.0387,0.027,0.041,0.027,0.033
2022,4689993,Jake Lange,QB,Southern Mississippi,Sun Belt,0.0296,0.0608,0.0046,0.0331,0.019,0.029,0.027,0.026
