week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
7,Pac-12,1,Utah,0,0,42,-1,7.8809989401,0.3954683581896453,-0.2090632836207093,1739,-117,1742,USC
