week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
7,Mid-American,0,Connecticut,1,1,25,4,8.9367215188,0.1358728329209292,-0.7282543341581416,1301,228,1297,Ball State
