week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
3,ACC,0,Texas A&M,0,0,9,-8,4.6993312318,0.1566386744500798,-0.6867226510998403,1596,-104,1590,Miami
