week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
12,FBS Independents,0,Virginia Tech,1,0,22,-1,6.9290347105,0.0759985726250942,-0.8480028547498115,1631,332,1612,Liberty
