week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
8,Conference USA,1,North Texas,1,1,31,4,9.5099619615,0.9207648081606228,0.8415296163212457,1512,152,1511,UT San Antonio
