week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
11,Mid-American,1,Ohio,1,0,21,-16,3.8897345532,0.0449067839900081,-0.9101864320199838,1412,-1,1374,Miami (OH)
