week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
5,Big 12,1,Texas Tech,1,1,37,9,5.4741208408,0.9449975199936969,0.8899950399873937,1675,151,1680,Kansas State
