week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
13,Sun Belt,1,Appalachian State,1,1,51,3,8.2513280372,0.0686268746385793,-0.8627462507228413,1377,-220,1381,Georgia Southern
