week,conference,conference_game,opponent_name,is_home_game,win,points,point_differential,excitement_index,post_win_prob,post_win_differential,pregame_elo,pregame_elo_differential,postgame_elo,team
5,ACC,1,Clemson,0,0,20,-10,5.3471325493,0.0406188167807474,-0.9187623664385052,1659,-150,1652,NC State
