season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4361825,Spencer Sanders,QB,Oklahoma State,Big 12,0.4739,0.7043,0.2044,0.4353,0.485,0.54,0.376,0.578
2022,4685521,Garret Rangel,QB,Oklahoma State,Big 12,0.1373,0.22,0.04,0.1228,0.145,0.153,0.104,0.173
2022,4874519,Gunnar Gundy,QB,Oklahoma State,Big 12,0.0571,0.0721,0.04,0.0536,0.048,0.079,0.032,0.076
