season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4683423,Riley Leonard,QB,Duke,ACC,0.6045,0.9897,0.2494,0.6094,0.534,0.705,0.463,0.706
2022,4594444,Jordan Moore,QB,Duke,ACC,0.0883,0.1731,0.0097,0.0831,0.076,0.115,0.07,0.111
