season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4368343,Austin Reed,QB,Western Kentucky,Conference USA,0.6002,0.8569,0.2047,0.5293,0.636,0.701,0.592,0.711
2022,4605866,Darius Ocean,QB,Western Kentucky,Conference USA,0.0102,0.0149,0.003,0.0073,0.007,0.013,0.009,0.015
