season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4360056,Ben Bryant,QB,Cincinnati,American Athletic,0.4524,0.8015,0.0548,0.4167,0.432,0.568,0.36,0.553
2022,4431339,Evan Prater,QB,Cincinnati,American Athletic,0.1481,0.196,0.0951,0.1173,0.16,0.191,0.137,0.191
