season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4240020,James Blackman,QB,Arkansas State,Sun Belt,0.5181,0.8771,0.0841,0.3841,0.537,0.744,0.457,0.688
2022,4363148,AJ Mayer,QB,Arkansas State,Sun Belt,0.0907,0.0946,0.087,0.0793,0.067,0.14,0.136,0.081
2022,4826635,Jaxon Dailey,QB,Arkansas State,Sun Belt,0.013,0.0236,0.0,0.0122,0.012,0.018,0.012,0.014
