season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4239994,Chase Brice,QB,Appalachian State,Sun Belt,0.4502,0.884,0.0979,0.3827,0.471,0.586,0.412,0.582
2022,4799987,Ryan Burger,QB,Appalachian State,Sun Belt,0.0093,0.0155,0.0043,0.0102,0.004,0.012,0.009,0.008
2022,4371730,Brady McBride,QB,Appalachian State,Sun Belt,0.0046,0.0077,0.0021,0.0051,0.004,0.006,0.0,0.008
