season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4360175,Clayton Tune,QB,Houston,American Athletic,0.6794,0.992,0.2793,0.6308,0.696,0.764,0.613,0.801
2022,4680017,Lucas Coley,QB,Houston,American Athletic,0.0056,0.006,0.0053,0.0024,0.007,0.011,0.0,0.015
