season,id,name,position,team,conference,usage_overall,usage_pass,usage_rush,usage_firstDown,usage_secondDown,usage_thirdDown,usage_standardDowns,usage_passingDowns
2022,4429088,Drew Pyne,QB,Notre Dame,FBS Independents,0.3379,0.7388,0.0589,0.3063,0.294,0.486,0.278,0.445
2022,4431513,Tyler Buchner,QB,Notre Dame,FBS Independents,0.1373,0.25,0.0589,0.1165,0.118,0.22,0.112,0.197
