player,team,week,year,aqs,qpi,sei,crae,dmi,ppi,adpsr,reer,defense_score
Sam Hartman,Wake Forest,1.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Hartman,Wake Forest,2.0,2022.0,70.37037037037037,298.14814814814815,500.0,-33.333333333333336,80.0,48.58921815039516,9.67741935483871,42.857142857142854,61.38349850488359
Sam Hartman,Wake Forest,3.0,2022.0,59.06084656084656,199.07407407407408,371.42857142857144,-8.947533605719837,82.85714285714286,45.98652547756547,1.694915254237288,27.27272727272727,51.13477848305618
Sam Hartman,Wake Forest,4.0,2022.0,52.41379310344828,312.93103448275866,560.0,-31.034482758620683,73.91304347826086,48.31242575152855,12.903225806451612,75.0,59.89321694399803
Sam Hartman,Wake Forest,5.0,2022.0,67.6470588235294,189.7058823529412,371.42857142857144,-14.578397075113458,69.23076923076923,49.21844714546064,2.5,25.0,59.56207108137107
Sam Hartman,Wake Forest,6.0,2022.0,51.75438596491229,342.10526315789474,550.0,-18.28654392087281,85.71428571428571,49.21058497871935,15.384615384615383,0.0,52.21844525436808
Sam Hartman,Wake Forest,8.0,2022.0,59.23076923076923,219.87179487179483,366.66666666666663,-35.28922283253927,92.3076923076923,49.57602332173455,4.761904761904762,50.0,53.67193357367472
Sam Hartman,Wake Forest,9.0,2022.0,58.07291666666667,239.84375,459.99999999999994,-17.354433126850132,48.148148148148145,50.519696474626784,15.384615384615383,33.33333333333333,70.40711872688499
Sam Hartman,Wake Forest,10.0,2022.0,60.079365079365076,237.77777777777777,300.0,-35.55555555555555,75.75757575757575,49.5889447250996,7.84313725490196,0.0,53.75560915309754
Sam Hartman,Wake Forest,11.0,2022.0,43.333333333333336,284.99999999999994,480.0,-40.0,89.47368421052632,48.42400439486543,5.88235294117647,40.0,48.876639726346326
Sam Hartman,Wake Forest,12.0,2022.0,57.01219512195122,206.09756097560975,762.5,-3.550867308206862,69.6969696969697,49.2322938915651,2.222222222222222,30.0,49.09987930886268
Sam Hartman,Wake Forest,13.0,2022.0,67.6829268292683,229.2682926829268,716.6666666666667,-17.264248980463957,85.71428571428571,49.35736534541162,6.521739130434784,37.5,51.917104105617256
