player,team,week,year,aqs,qpi,sei,crae,dmi,ppi,adpsr,reer,defense_score
Jayden de Laura,Arizona,1.0,2022.0,68.75,219.53125,0.0,-28.405208512804293,81.81818181818183,49.83491348867796,8.333333333333334,30.0,57.17754611996148
Jayden de Laura,Arizona,2.0,2022.0,64.375,148.75,0.0,7.901065098004651,83.33333333333334,48.88160847390248,-2.127659574468085,100.0,49.80858438499402
Jayden de Laura,Arizona,3.0,2022.0,68.93939393939394,218.9393939393939,637.5,14.7107790248854,92.0,0.0,15.0,100.0,0.0
Jayden de Laura,Arizona,4.0,2022.0,66.86046511627907,259.30232558139534,900.0,-27.842490094778427,92.85714285714286,50.5081623210146,10.20408163265306,16.666666666666664,47.81321495256361
Jayden de Laura,Arizona,5.0,2022.0,65.83333333333333,322.5,660.0,-19.999999999999996,92.0,53.92641656793245,12.12121212121212,36.36363636363637,51.95155213058922
Jayden de Laura,Arizona,6.0,2022.0,59.68834688346883,162.1951219512195,600.0,4.7436624338836335,84.61538461538461,48.61472560710756,2.083333333333333,16.666666666666664,47.22605501080346
Jayden de Laura,Arizona,7.0,2022.0,58.82352941176471,315.44117647058823,1014.2857142857142,-26.470588235294112,72.41379310344827,49.180170959740536,7.894736842105263,14.285714285714285,59.67066739582268
Jayden de Laura,Arizona,9.0,2022.0,50.595238095238095,243.4523809523809,1266.6666666666663,-9.393902443633497,85.71428571428571,50.233038591720565,10.638297872340424,20.0,53.94823833843205
Jayden de Laura,Arizona,10.0,2022.0,37.5,170.83333333333331,775.0,-1.6195790339581295,28.57142857142857,44.758012370576935,7.6923076923076925,33.33333333333333,56.54370716043493
Jayden de Laura,Arizona,11.0,2022.0,54.761904761904766,302.67857142857144,825.0,-21.42857142857143,76.0,49.11476793564306,14.705882352941178,18.181818181818183,50.44784572242017
Jayden de Laura,Arizona,12.0,2022.0,33.92857142857142,229.76190476190476,100.0,-3.529791293705953,86.66666666666667,48.95257553654266,6.122448979591838,50.0,45.50164716749802
Jayden de Laura,Arizona,13.0,2022.0,63.63636363636363,240.9090909090909,100.0,-22.12265412261447,84.61538461538461,47.71709197520285,13.333333333333334,0.0,48.81882486201158
