player,team,week,year,aqs,qpi,sei,crae,dmi,ppi,adpsr,reer,defense_score
Grant Wells,Virginia Tech,1.0,2022.0,47.18750000000001,182.8125,450.0,4.927323718551424,100.0,49.29723602377596,7.6923076923076925,66.66666666666666,48.19981967200656
Grant Wells,Virginia Tech,2.0,2022.0,54.761904761904766,239.28571428571428,211.11111111111111,6.935600143595222,100.0,48.49188818011256,4.761904761904762,25.0,53.74168821462007
Grant Wells,Virginia Tech,3.0,2022.0,47.05882352941176,263.2352941176471,233.33333333333337,-2.5297867767132165,93.10344827586206,0.0,10.0,25.0,0.0
Grant Wells,Virginia Tech,4.0,2022.0,62.5,154.41176470588235,420.0,-15.211026262842942,88.23529411764706,48.497405548277506,7.317073170731707,0.0,46.81335526587617
Grant Wells,Virginia Tech,5.0,2022.0,34.75,154.99999999999997,300.0,22.49650467751694,100.0,47.51366886354541,0.0,33.33333333333333,51.208653183730405
Grant Wells,Virginia Tech,6.0,2022.0,30.03875968992248,139.53488372093022,583.3333333333333,11.891533415694926,69.23076923076923,45.310777915345575,2.0,0.0,48.61143045101503
Grant Wells,Virginia Tech,7.0,2022.0,40.833333333333336,124.16666666666664,787.5,30.12169003960374,44.0,45.78261562115495,2.702702702702702,20.0,62.89382084173977
Grant Wells,Virginia Tech,9.0,2022.0,13.636363636363637,289.77272727272725,680.0,-29.8728221626525,46.666666666666664,44.13373670450012,10.344827586206897,50.0,65.9551040116394
Grant Wells,Virginia Tech,10.0,2022.0,51.754385964912274,253.9473684210526,560.0,3.582487984167104,33.33333333333333,48.09140048182181,3.7037037037037033,25.0,61.59374984284875
Grant Wells,Virginia Tech,11.0,2022.0,49.07407407407406,179.62962962962962,516.6666666666667,-4.5693414143685445,77.77777777777779,47.90947667267677,2.941176470588235,0.0,48.094907804763295
Grant Wells,Virginia Tech,12.0,2022.0,37.5,202.5,680.0,27.72799815870407,64.70588235294117,46.04798253817797,10.714285714285714,0.0,49.11891623730219
Grant Wells,Virginia Tech,13.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
