player,team,week,year,aqs,qpi,sei,crae,dmi,ppi,adpsr,reer,defense_score
Daniel Richardson,Central Michigan,1.0,2022.0,42.26190476190476,241.66666666666669,700.0,-7.461407388310626,89.47368421052632,51.92034886899656,7.6923076923076925,83.33333333333334,54.27233064001439
Daniel Richardson,Central Michigan,2.0,2022.0,32.50000000000001,169.02173913043478,950.0,12.132440602147687,76.0,47.42222613201566,7.547169811320755,0.0,53.34969168319995
Daniel Richardson,Central Michigan,3.0,2022.0,62.5,151.66666666666666,0.0,-28.1598540353305,100.0,0.0,5.405405405405405,33.33333333333333,0.0
Daniel Richardson,Central Michigan,4.0,2022.0,41.07142857142858,146.42857142857142,100.0,3.675305161156095,85.18518518518519,47.671571159218466,0.0,28.57142857142857,47.06024465476065
Daniel Richardson,Central Michigan,5.0,2022.0,51.94444444444443,149.44444444444446,1100.0,-11.416892974248238,65.51724137931035,47.56398021786142,1.96078431372549,11.11111111111111,49.77367473384791
Daniel Richardson,Central Michigan,6.0,2022.0,54.166666666666664,159.52380952380955,400.0,-19.85227915434202,66.66666666666666,47.733027932939606,6.122448979591836,33.33333333333333,49.999663411214186
Daniel Richardson,Central Michigan,7.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Richardson,Central Michigan,8.0,2022.0,12.5,91.66666666666666,0.0,48.40418805060549,20.0,42.581256043431296,0.0,0.0,55.09337284613764
Daniel Richardson,Central Michigan,10.0,2022.0,55.35714285714286,196.42857142857144,200.0,-16.806261106536148,100.0,50.78746271106075,0.0,100.0,51.51014151681619
Daniel Richardson,Central Michigan,11.0,2022.0,62.5,182.1428571428571,900.0,13.43212007992976,100.0,50.066862893092726,4.545454545454545,0.0,46.04900474466831
Daniel Richardson,Central Michigan,12.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Richardson,Central Michigan,13.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
