player,team,week,year,aqs,qpi,sei,crae,dmi,ppi,adpsr,reer,defense_score
C.J. Stroud,Ohio State,1.0,2022.0,50.36764705882353,183.08823529411765,300.0,10.444548486665518,92.0,49.53096233453881,2.5,0.0,53.45920341459831
C.J. Stroud,Ohio State,2.0,2022.0,70.83333333333333,386.4583333333333,100.0,-33.333333333333336,88.23529411764706,49.7561557505319,10.714285714285714,0.0,56.54985708958185
C.J. Stroud,Ohio State,3.0,2022.0,75.0,364.8148148148149,450.0,-18.518518518518523,100.0,53.47212510393966,26.666666666666668,62.5,55.97542050971734
C.J. Stroud,Ohio State,4.0,2022.0,71.15384615384616,291.3461538461538,0.0,-34.61538461538461,100.0,52.11647515861481,10.344827586206897,80.0,53.12041841979888
C.J. Stroud,Ohio State,5.0,2022.0,67.85714285714286,201.19047619047615,0.0,-7.803753400479452,85.71428571428571,49.81527173887442,7.4074074074074066,14.285714285714285,54.4964803326871
C.J. Stroud,Ohio State,6.0,2022.0,77.0,388.0,0.0,-16.000000000000004,90.9090909090909,56.09610806191937,11.11111111111111,50.0,56.79281209443079
C.J. Stroud,Ohio State,8.0,2022.0,70.6896551724138,267.2413793103448,0.0,-10.172522779571311,100.0,50.288961569435344,6.0606060606060606,25.0,49.302892911350256
C.J. Stroud,Ohio State,9.0,2022.0,45.45454545454545,288.6363636363636,450.0,-2.334935970922558,92.5925925925926,51.94044266858714,15.0,0.0,52.22418050809324
C.J. Stroud,Ohio State,10.0,2022.0,59.61538461538461,82.6923076923077,1316.6666666666663,14.330180046317862,100.0,45.553982528625454,0.0,0.0,46.07381609280839
C.J. Stroud,Ohio State,11.0,2022.0,69.64285714285714,284.8214285714286,200.0,-39.28571428571429,100.0,49.1548640771393,16.129032258064516,66.66666666666666,46.5648477939904
C.J. Stroud,Ohio State,12.0,2022.0,57.49999999999999,229.16666666666663,333.33333333333337,-21.124242607210984,89.47368421052632,49.87038929631488,10.81081081081081,0.0,47.18755979888312
C.J. Stroud,Ohio State,13.0,2022.0,55.434782608695656,215.76086956521735,500.0,9.159255347327178,93.75,50.27549186585523,3.8461538461538463,11.11111111111111,48.08099878659229
